College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"RNB Global University, School of Law, Bikaner","","Bikaner, Rajasthan","BCI","₹1.27 L / yr LLB - avg fee","CLAT",""
"Graphic Era Hill University Dehradun Campus - [GEHU], Dehradun","","Dehradun, Uttarakhand","UGC","₹1.1 L / yr LLB - avg fee",,""
"Presidency University, School of Law, Bangalore","","Bangalore, Karnataka","BCI","₹1.25 L / yr LLB - avg fee","CLAT",""
"ITM University, Raipur","","Raipur, Chhattisgarh","NAAC, UGC","-- LLB","CLAT","3.6 / 5 10 reviews"
"SRM, Institute of Legal Studies, Lucknow","","Lucknow, Uttar Pradesh","BCI","₹77 K / yr LLB - avg fee",,
"Sanskriti University, Mathura","","Mathura, Uttar Pradesh","AICTE, NAAC, UGC","-- LLB",,""
"Manipal University, School of Law - [SOL], Jaipur","","Jaipur, Rajasthan","BCI","₹1.4 L / yr LLB - avg fee",,
"Graphic Era Hill University Dehradun Campus, School of Law, Dehradun","","Dehradun, Uttarakhand","BCI","₹1.12 L / yr LLB - avg fee",,
"Glocal University, Saharanpur","","Saharanpur, Uttar Pradesh","NCTE, PCI, AICTE, BCI, UGC","₹1.01 L / yr LLB - avg fee","CLAT","3.5 / 5 10 reviews"
"NCU, School of Law, Gurgaon","","Gurgaon, Haryana","BCI","₹1.49 L / yr LLB - avg fee","CLAT",""
"Rama University, Faculty of Juridical Sciences (Law), Kanpur","","Kanpur, Uttar Pradesh","BCI","₹31 K / yr LLB - avg fee",,
"Aurora Group of Institutions, Hyderabad","","Hyderabad, Telangana","AICTE, NBA","₹1 L / yr LLB - avg fee","LSAT Ind...",""
"Glocal law School - [GLS], Saharanpur","","Saharanpur, Uttar Pradesh","BCI, UGC","₹1.05 L / yr LLB - avg fee",,
"Apeejay Stya University, School of Legal Studies, Gurgaon","","Gurgaon, Haryana","BCI","₹1.64 L / yr LLB - avg fee",,
"RIMT University, School of Legal Studies, Gobindgarh","","Gobindgarh, Punjab","BCI","-- LLB",,
"Babu Banarasi Das University, School of Legal Studies, Lucknow","","Lucknow, Uttar Pradesh","BCI","₹70 K / yr LLB - avg fee","CLAT",""
"JIS University, Kolkata","","Kolkata, West Bengal","AICTE, BCI, UGC","-- LLB",,""
"Vivekanand Education Society's College Of Law - [VESCOL], Mumbai","","Mumbai, Maharashtra","","₹25 K / yr LLB - avg fee",,
"The Neotia University - [TNU], Kolkata","","Kolkata, West Bengal","AICTE, UGC","₹1.54 L / yr LLB - avg fee",,""
"Galgotias University, School of Law - [GUSOL], Greater Noida","","Greater Noida, Uttar Pradesh","BCI","₹1.1 L / yr LLB - avg fee","LSAT Ind...",""
"Geeta Group of Institutions - [GGI], Panipat","","Panipat, Haryana","NCTE, AICTE, BCI, NAAC-A, MHRD","₹90.2 K / yr LLB - avg fee",,
"Symbiosis Law School - [SLS], Noida","","Noida, Uttar Pradesh","NAAC-A","₹2.06 L / yr LLB - avg fee",,""
"KES Law College, Mumbai","","Mumbai, Maharashtra","BCI","₹30 K / yr LLB - avg fee","MH CET L...","1.3 / 5 2 reviews"
"Kalinga University, Raipur","","Raipur, Chhattisgarh","NCTE, PCI, AICTE, BCI, UGC","₹70.2 K / yr LLB - avg fee",,""
"V.N.Patil Law College, Aurangabad","","Aurangabad, Maharashtra","BCI","₹3.22 K / yr LLB - avg fee",,
"Children Welfare Centre Law College, Mumbai","","Mumbai, Maharashtra","BCI","₹12.9 K / yr LLB - avg fee",,
"M.K.E.S College of Law, Mumbai","","Mumbai, Maharashtra","","₹12.9 K / yr LLB - avg fee",,
"Shantaram Potdukhe College of LAW, Chandrapur","","Chandrapur, Maharashtra","BCI, NAAC-B","₹10.8 K / yr LLB - avg fee","MH CET L...",""
"Oriental College Of Law - [OCL], Navi Mumbai","","Navi Mumbai, Maharashtra","BCI","₹12.9 K / yr LLB - avg fee",,
"Delhi Metropolitan Education - [DME], Noida","","Noida, Uttar Pradesh","BCI","₹70 K / yr LLB - avg fee",,""
"Delhi Institute of Rural Development - [DIRD], New Delhi","","New Delhi, Delhi NCR","NBA","₹55.5 K / yr LLB - avg fee",,""
"ITM Vocational University - [ITMVU], Vadodara","","Vadodara, Gujarat","AICTE, UGC","-- LLB",,
"IIMT College of Law, Greater Noida","","Greater Noida, Uttar Pradesh","BCI","₹34.5 K / yr LLB - avg fee",,
"Tilak Dhari P.G. College, Jaunpur","","Jaunpur, Uttar Pradesh","UGC, NAAC-B","-- LLB",,""
"Shibli National College, Azamgarh","","Azamgarh, Uttar Pradesh","UGC","-- LLB",,""
"Swami Vivekanand University, Sagar","","Sagar, Madhya Pradesh","UGC","₹15.6 K / yr LLB - avg fee",,""
"St. Andrews College , Gorakhpur","","Gorakhpur, Uttar Pradesh","UGC","-- LLB",,""
"Kazi Nazrul University - [KNU] Asansol, Bardhaman","","Bardhaman, West Bengal","NAAC, UGC","₹5.05 K / yr LLB - avg fee",,
"M. S. College of Arts, Science, Commerce & BMS, Thane","","Thane, Maharashtra","BCI, AICTE","₹28.5 K / yr LLB - avg fee",,""
"Government Mizoram Law college, Aizawl","","Aizawl, Mizoram","BCI","₹2.4 K / yr LLB - avg fee",,
"Sandip University, Nashik","","Nashik, Maharashtra","NCTE, PCI, BCI, AICTE, UGC","₹75 K / yr LLB - avg fee",,""
"North East Frontier Technical University - [NEFTU], West Siang","","West Siang, Arunachal Pradesh","BCI, AICTE, UGC, AIU","-- LLB",,
"DP Institute of Professional Studies, Moradabad","","Moradabad, Uttar Pradesh","PCI, AICTE","-- LLB",,
"PDM University, Bahadurgarh","","Bahadurgarh, Haryana","UGC","₹60 K / yr LLB - avg fee",,""
"Maharaja Chhatrasal Bundelkhand Vishwavidyalaya, Chhatarpur","","Chhatarpur, Madhya Pradesh","AICTE, UGC, MHRD, AIU","-- LLB",,
"Shri Ram Group of Colleges - [SRGC], Muzaffarnagar","","Muzaffarnagar, Uttar Pradesh","NCTE, BCI, AICTE, NAAC-A","₹30 K / yr LLB - avg fee",,
"IIMT Group of Colleges, Greater Noida","","Greater Noida, Uttar Pradesh","PCI, BCI, AICTE","₹45 K / yr LLB - avg fee",,""
"IIMT Group of Colleges, Meerut","","Meerut, Uttar Pradesh","MCI, BCI, AICTE","-- LLB",,
"Oriental School of Law, Indore","","Indore, Madhya Pradesh","BCI","₹54.5 K / yr LLB - avg fee",,
"Akshay Academy College, Indore","","Indore, Madhya Pradesh","NCTE, AICTE","-- LLB",,
"Shri Guru Gobind Singh Law College - [SGGS], Indore","","Indore, Madhya Pradesh","BCI","₹30 K / yr LLB - avg fee",,
"BM Group of Colleges, Indore","","Indore, Madhya Pradesh","PCI, BCI, AICTE","₹35 K / yr LLB - avg fee",,
"Liberal College, Indore","","Indore, Madhya Pradesh","NCTE, BCI","-- LLB",,
"Jagran Lakecity University, School of Law, Bhopal","","Bhopal, Madhya Pradesh","BCI","₹1.17 L / yr LLB - avg fee",,
"School of Law, Rai University - [SOL], Ahmedabad","","Ahmedabad, Gujarat","BCI","₹43.3 K / yr LLB - avg fee",,
"Shri Jawaharlal Nehru Vidhi Mahavidhyalaya, Mandsaur","","Mandsaur, Madhya Pradesh","BCI","₹20.1 K / yr LLB - avg fee",,
"Shri Nilkanth Law College, Jabalpur","","Jabalpur, Madhya Pradesh","BCI, UGC","₹20 K / yr LLB - avg fee",,
"ITM University, School of Law, Gwalior","","Gwalior, Madhya Pradesh","BCI","₹75 K / yr LLB - avg fee",,
"T.N.B. Law College, Bhagalpur","","Bhagalpur, Bihar","BCI, UGC","-- LLB",,
"N. S. Soti Law College, Sangli","","Sangli, Maharashtra","BCI","₹3.24 K / yr LLB - avg fee","MH CET L...",""
"Dr. D. Y. Patil Law College, Pune","","Pune, Maharashtra","BCI","₹19.6 K / yr LLB - avg fee","MH CET L...",""
"Govindrao Wanjari College of Law - [GWCL], Nagpur","","Nagpur, Maharashtra","BCI","₹12.5 K / yr LLB - avg fee","MH CET L...",""
"PDEA's Law College Hadapsar, Pune","","Pune, Maharashtra","BCI","₹19.5 K / yr LLB - avg fee","MH CET L...",""
"Shri Nathmal Goenka Law College, Akola","","Akola, Maharashtra","BCI","₹7.16 K / yr LLB - avg fee","MH CET L...",""
"Asian Law College - [ALC], Noida","","Noida, Uttar Pradesh","BCI","₹1 L / yr LLB - avg fee",,
"SVKM's Pravin Gandhi College of Law - [PGCL], Mumbai","","Mumbai, Maharashtra","BCI","₹12.9 K / yr LLB - avg fee","MH CET L...",""
"Yashwantrao Chavan Law College - [YCLC], Pune","","Pune, Maharashtra","BCI, NAAC-B","₹9 K / yr LLB - avg fee","MH CET L...",""
"Adv. Ramkrishnaji Rathi Law College, Washim","","Washim, Maharashtra","BCI, UGC","₹5.09 K / yr LLB - avg fee","MH CET L...",""
"NTVS's Law College, Nandurbar","","Nandurbar, Maharashtra","BCI, NAAC-B","₹6.5 K / yr LLB - avg fee","MH CET L...",""
"Noorjahan Begum Salam Ahmad Women's College of Law, Yavatmal","","Yavatmal, Maharashtra","BCI","₹4.91 K / yr LLB - avg fee","MH CET L...",""
"Janardan Bhagat Shikshan Prasarak Sanstha’s Bhagubai Changu Thakur College of Law New Panvel, Raigarh","","Raigarh, Maharashtra","BCI, UGC","₹8.1 K / yr LLB - avg fee","MH CET L...",""
"Nalanda Law College, Mumbai","","Mumbai, Maharashtra","BCI","₹8.1 K / yr LLB - avg fee","MH CET L...",""
"Dr. Babasaheb Ambedkar College of Law, Nagpur","","Nagpur, Maharashtra","BCI","₹3.95 K / yr LLB - avg fee","MH CET L...",""
"MSP Mandal's Shri Shivaji Law College, Parbhani","","Parbhani, Maharashtra","BCI, UGC, NAAC-A","₹3.03 K / yr LLB - avg fee","MH CET L...",""
"Hutatma Rajguru Shikshan Prasarak Mandal’s Law College Rajgurunagar, Pune","","Pune, Maharashtra","BCI","₹10 K / yr LLB - avg fee","MH CET L...",""
"M. S. College of Law, Thane","","Thane, Maharashtra","BCI","₹25 K / yr LLB - avg fee","MH CET L...",""
"Mahatma Gandhi Mission's College of Law Nerul, Navi Mumbai","","Navi Mumbai, Maharashtra","BCI","₹25 K / yr LLB - avg fee","MH CET L...",""
"Gokhale Education Society’s N.B. Thakur Law college, Nashik","","Nashik, Maharashtra","BCI, NAAC-B","₹20.4 K / yr LLB - avg fee","MH CET L...",""
"Rajarshi Shahu Law College - [RSLC], Barshi","","Barshi, Maharashtra","BCI, NAAC-C","₹4.55 K / yr LLB - avg fee","MH CET L...",""
"Shikshan Prasarak Sanstha’s Shri Omkarnath Malpani Law College, Ahmed Nagar","","Ahmed Nagar, Maharashtra","BCI","₹15.3 K / yr LLB - avg fee","MH CET L...",""
"Vidya Pratishthan's Vasantrao Pawar Law College, Pune","","Pune, Maharashtra","BCI, NAAC-B","₹18.6 K / yr LLB - avg fee","MH CET L...",""
"SNBP Law College, Pune","","Pune, Maharashtra","BCI","₹15 K / yr LLB - avg fee","MH CET L...",""
"Marathwada Shikshan Prasarak Mandal's Law College, Beed","","Beed, Maharashtra","BCI","-- LLB","MH CET L...",""
"Mahatma Gandhi Vidymandir's Karmaveer Bhausaheb Hiray Law College, Nashik","","Nashik, Maharashtra","BCI, NAAC","₹20 K / yr LLB - avg fee","MH CET L...",""
"ISBM University, Raipur","","Raipur, Chhattisgarh","NCTE, INC, BCI, AICTE, UGC","₹23.3 K / yr LLB - avg fee",,
"Ramaiah Institute of Legal Studies - [RILS], Bangalore","","Bangalore, Karnataka","BCI","₹1.35 L / yr LLB - avg fee","CLAT",""
"Govt. T.C.L. College, Janjgir","","Janjgir, Chhattisgarh","UGC","₹2.08 K / yr LLB - avg fee",,
"Monad University, School of Law, Hapur","","Hapur, Uttar Pradesh","BCI","-- LLB",,
"Babu Banarsi Das University, School Of Legal Studies, Lucknow","","Lucknow, Uttar Pradesh","BCI","₹70 K / yr LLB - avg fee","CLAT",""
"Babu Jagjivan Ram Institute of Law, Jhansi","","Jhansi, Uttar Pradesh","AICTE","₹16 K / yr LLB - avg fee",,
"IIMT University - [IIMTU], Meerut","","Meerut, Uttar Pradesh","NCTE, PCI, INC, BCI, UGC","₹42.3 K / yr LLB - avg fee",,""
"Allahabad State University, Allahabad","","Allahabad, Uttar Pradesh","NCTE, DCI, MCI, BCI, AICTE","-- LLB",,
"Aamna Law College - [ALC], Ghaziabad","","Ghaziabad, Uttar Pradesh","BCI","₹31 K / yr LLB - avg fee",,
"Dr. B.R. Ambedkar Law College, Banda","","Banda, Uttar Pradesh","BCI, NAAC-B","₹16 K / yr LLB - avg fee",,
"Doon Group of Colleges, Saharanpur","","Saharanpur, Uttar Pradesh","NCTE, PCI, BCI, AICTE","₹50 K / yr LLB - avg fee",,
"J.S. University - [JSU], Shikohabad","","Shikohabad, Uttar Pradesh","NCTE, PCI, BCI, AICTE, UGC","-- LLB",,
"Hari Group of Institutions - [HGI], Nakur","","Nakur, Uttar Pradesh","NCTE, BCI, NAAC","-- LLB",,
"Indira Gandhi University - [IGU], Rewari","","Rewari, Haryana","NAAC","₹6.97 K / yr LLB - avg fee",,
"Maharashtra National Law University - [MNLU], Nagpur","","Nagpur, Maharashtra","BCI","₹93.4 K / yr LLB - avg fee","CLAT",""
"C.B Singh Law College, Ambedkar Nagar","","Ambedkar Nagar, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee",,
"R.K. College of Law, Firozabad","","Firozabad, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee",,
"PGS National College of Law, Mathura","","Mathura, Uttar Pradesh","BCI","₹50 K / yr LLB - avg fee",,
"Lucknow Law College - [LLC], Lucknow","","Lucknow, Uttar Pradesh","BCI","₹12.5 K / yr LLB - avg fee",,
"Krishna College of Law, Bijnor","","Bijnor, Uttar Pradesh","BCI","₹14 K / yr LLB - avg fee",,
"Lord Mahavira College of Law - [LMCL], Moradabad","","Moradabad, Uttar Pradesh","BCI","₹15 K / yr LLB - avg fee",,
"University of Technology - [UOT], Jaipur","","Jaipur, Rajasthan","AICTE, UGC, AIU","₹60 K / yr LLB - avg fee",,
"ISBR Law College, Bangalore","","Bangalore, Karnataka","BCI","₹1.1 L / yr LLB - avg fee","CLAT",""

