College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"A.K.G Memorial Co-Operative College of Nursing, Kannur","","Kannur, Kerala","INC","₹55 K / yr B.Sc (Nursing) - a...",,
"Baby Memorial College Of Nursing, Kozhikode","","Kozhikode, Kerala","INC","₹75 K / yr B.Sc (Nursing) - a...",,""
"Bihar Institute of Nursing and Paramedical - [BINP], Patna","","Patna, Bihar","INC","-- UG Diploma in Medi...",,
"Bishop Benziger College of Nursing - [BBCON], Kollam","","Kollam, Kerala","INC, NAAC","₹1.56 L / yr M.Sc (Nursing) - a...",,
"ES College of Nursing, Villupuram","","Villupuram, Tamil Nadu","INC","₹20 K / yr UG Diploma in Medi...",,
"Eashwari Bai Memorial College of Nursing - [EBMCON], Secunderabad","","Secunderabad, Telangana","INC, AICTE","₹1 L / yr B.Sc (Nursing) - a...",,
"Faran College of Nursing, Bangalore","","Bangalore, Karnataka","INC, KNC","₹78.8 K / yr B.Sc (Nursing) - a...",,
"Florence College of Nursing, Ranchi","","Ranchi, Jharkhand","INC","₹70 K / yr B.Sc (Nursing) - a...",,
"Fortis Institute of Nursing - [FIN], Bangalore","","Bangalore, Karnataka","INC","-- M.Sc",,
"Ganga Sheel School of Nursing - [GSSN], Bareilly","","Bareilly, Uttar Pradesh","INC","-- B.Sc (Nursing)",,""
"Geetanjli College of Nursing - [GCN], Udaipur","","Udaipur, Rajasthan","INC","₹65 K / yr B.Sc (Nursing) - a...",,""
"Global College of Nursing, Bangalore","","Bangalore, Karnataka","INC, KNC","-- B.Sc (Nursing)",,""
"Holy Cross College of Nursing, Kollam","","Kollam, Kerala","INC","₹70 K / yr B.Sc (Nursing) - a...",,""
"Jaipur Hospital School of Nursing and Medical Training Centre, Jaipur","","Jaipur, Rajasthan","INC, MCI","-- Bachelor of Physio...",,
"JDT Islam College of Nursing, Calicut","","Calicut, Kerala","INC, KNMC","₹55 K / yr B.Sc (Nursing) - a...",,
"Jennys College of Nursing, Dindigul","","Dindigul, Tamil Nadu","INC","₹30 K / yr B.Sc (Nursing) - a...",,
"Jubilee Mission College of Nursing - [JMCON], Thrissur","","Thrissur, Kerala","INC","₹55 K / yr PG Diploma in Medi...",,""
"K Pandyarajah Ballal Nursing Institute - [KPBNI], Mangalore","","Mangalore, Karnataka","INC, IAP","₹1.55 L / yr Master of Physioth...",,
"KAP Viswanatham Government Medical College, Thiruchirapalli","","Thiruchirapalli, Tamil Nadu","MCI","₹13.6 K / yr MBBS - avg fee",,""
"KG College of Nursing, Coimbatore","","Coimbatore, Tamil Nadu","INC","₹50 K / yr B.Sc (Nursing) - a...",,
"KIMS College of Nursing, Thiruvananthapuram","","Thiruvananthapuram, Kerala","INC, KNMC","₹50 K / yr B.Sc (Nursing) - a...",,
"KMCH College of Nursing, Coimbatore","","Coimbatore, Tamil Nadu","PCI","₹50 K / yr PG Diploma in Medi...",,
"KVM College of Nursing, Cherthala","","Cherthala, Kerala","INC","₹80 K / yr B.Sc (Nursing) - a...",,
"Lord Jagannath Mission's College and School of Nursing, Bhubaneswar","","Bhubaneswar, Orissa","INC","₹85 K / yr B.Sc (Nursing) - a...",,"4.5 / 5 1 reviews"
"Lord Mahavira Nursing College, Solan","","Solan, Himachal Pradesh","INC","₹37.4 K / yr B.Sc (Nursing) - a...",,
"MES College of Nursing, Perinthalmanna","","Perinthalmanna, Kerala","INC, KNMC","₹55 K / yr B.Sc (Nursing) - a...",,
"Malik Deenar College of Nursing, Kasaragod","","Kasaragod, Kerala","INC, KNC","₹80 K / yr B.Sc (Nursing) - a...",,
"Mannai Narayanasamy College of Nursing, Mathur","","Mathur, Tamil Nadu","INC","-- Bachelor of Physio...",,
"Mar Sleeva College of Nursing, Kottayam","","Kottayam, Kerala","INC, KNC","₹18 K / yr B.Sc (Nursing) - a...",,
"Matha College of Nursing -[MCN], Manamadurai","","Manamadurai, Tamil Nadu","INC","₹28 K / yr B.Sc (Nursing) - a...",,
"Meridian School of Nursing Education - [MSNE], Varanasi","","Varanasi, Uttar Pradesh","INC","-- UG Diploma in Medi...",,
"Mohamed Sathak AJ College of Nursing - [MSAJCN], Chennai","","Chennai, Tamil Nadu","INC","₹1.54 L / yr M.Sc (Nursing) - a...",,
"People's College of Nursing & Research Centre - [PCNRC], Bhopal","","Bhopal, Madhya Pradesh","INC","-- PG Diploma in Medi...",,""
"Ruckmoni College of Nursing - [RCON], Thiruvananthapuram","","Thiruvananthapuram, Kerala","INC, KNMC","₹70 K / yr B.Sc (Nursing) - a...",,
"SCPM College of Nursing and Paramedical Science, Gonda","","Gonda, Uttar Pradesh","INC","₹72 K / yr B.Sc (Medicine) - ...",,""
"SCS College of Nursing Sciences, Mangalore","","Mangalore, Karnataka","INC","₹85 K / yr M.Sc (Medicine) - ...",,
"SOS Nursing School, Faridabad","","Faridabad, Haryana","INC","-- UG Diploma in Medi...",,
"Saraswathy College of Nursing Karode, Thiruvananthapuram","","Thiruvananthapuram, Kerala","INC, KNC","₹20 K / yr B.Sc (Nursing) - a...",,
"Sardar Rajas College of Nursing -[SRCN], Tirunelveli","","Tirunelveli, Tamil Nadu","INC","₹30 K / yr B.Sc (Nursing) - a...",,
"Sri Gokulam College of Nursing - [SGCN], Salem","","Salem, Tamil Nadu","INC","₹30 K / yr B.Sc (Medicine) - ...",,
"Tamanna Institute Allied Health Science - [TIAHS], Allahabad","","Allahabad, Uttar Pradesh","MCI","-- UG Diploma in Medi...",,
"Thanthai Roever College of Nursing, Perambalur","","Perambalur, Tamil Nadu","INC","-- UG Certificate in ...",,
"Thasiah College of Nursing, Kanyakumari","","Kanyakumari, Tamil Nadu","INC","₹45.5 K / yr B.Sc (Nursing) - a...",,
"Unity Institute of Nursing, Mangalore","","Mangalore, Karnataka","INC","-- UG Diploma in Medi...",,""
"Abhinav Institute of Technology and Management, Aurangabad","","Aurangabad, Maharashtra","AICTE, UGC","-- UG Diploma in Medi...",,
"Dr RG Bhoyar Institute of Technical Education, Wardha","","Wardha, Maharashtra","","-- UG Diploma in Medi...",,
"Gurukul Institute of Management and Technology - [GIMT], New Delhi","","New Delhi, Delhi NCR","AICTE","₹37 K / yr B.Sc (Medicine) - ...",,""
"Government Autonomous College, Rourkela","","Rourkela, Orissa","","₹15 K / yr UG Diploma in Medi...",,""
"Government Degree College, North Tripura","","North Tripura, Tripura","","-- B.Sc (Medicine)",,
"Lyallpur Khalsa College - [LKC], Jalandhar","","Jalandhar, Punjab","NAAC","₹60.4 K / yr Bachelor of Physio...",,""
"Pacific College Of Physiotherapy, Gorakhpur","","Gorakhpur, Uttar Pradesh","AICTE","₹48.9 K / yr Bachelor of Physio...",,""
"Apheta Institute of Clinical Research, Allahabad","","Allahabad, Uttar Pradesh","AICTE","-- M.Sc (Medicine)",,""
"Bhagavantham Gupta Bangaru Seshavatharam Women's College - [BGBS], Narsapur","","Narsapur, Andhra Pradesh","AICTE","-- UG Certificate in ...",,
"Bhavan's Tripura College of Science and Technology, Agartala","","Agartala, Tripura","","₹39 K / yr B.Sc (Medicine) - ...",,""
"Delhi Institute of Technology and Paramedical Sciences - [DITPS], New Delhi","","New Delhi, Delhi NCR","","-- B.Sc (Medicine)",,""
"Dolphin PG College of Life Sciences, Fatehgarh Sahib","","Fatehgarh Sahib, Punjab","NAAC, UGC","₹45 K / yr B.Sc (Medicine) - ...",,
"Institute for Communicative and Cognitive Neuro Sciences - [ICCONS] Kavalappara, Palakkad","","Palakkad, Kerala","AICTE, UGC","₹71.1 K / yr B.Sc (Medicine) - ...",,"3 / 5 1 reviews"
"JSS Institute of Speech and Hearing, Mysore","","Mysore, Karnataka","RCI, NAAC","₹7.93 K / yr B.Sc (Medicine) - ...",,""
"MIMS College of Allied Health Sciences Vazhayoor, Malappuram","","Malappuram, Kerala","","₹2.13 K / yr B.Sc (Medicine) - ...",,""
"National Institute of Medical and Management Studies - [NIMMS], Bhubaneswar","","Bhubaneswar, Orissa","INC","₹12.5 K / yr UG Diploma in Medi...",,""
"SRM Degree and PG College, Karim Nagar","","Karim Nagar, Telangana","AICTE","-- B.Sc (Medicine)",,""
"Sigma Institute of Physiotherapy, Baroda","","Baroda, Gujarat","IAP","₹52 K / yr Bachelor of Physio...",,
"Sree Ayyappa College Eramallikkara, Chengannur","","Chengannur, Kerala","NAAC, UGC","₹39 K / yr B.Sc (Medicine) - ...",,
"Trident College of Education, Meerut","","Meerut, Uttar Pradesh","NCTE, AICTE","-- Bachelor of Physio...",,
"Uttaranchal College of Technology and BioMedical Sciences - [UCTBS], Dehradun","","Dehradun, Uttarakhand","MCI","-- B.Sc (Medicine)",,""
"Vidya Prasarak Mandal Advanced Study Centre, Thane","","Thane, Maharashtra","AICTE","-- PG Diploma in Medi...",,
"Bhartiya Shiksha Parishad - [BSP], Lucknow","","Lucknow, Uttar Pradesh","UGC","-- Bachelor of Physio...",,"3.8 / 5 1 reviews"
"Delhi Paramedical and Management Institute - [DPMI], New Delhi","","New Delhi, Delhi NCR","UGC, DEB","-- UG Diploma in Medi...",,"3.7 / 5 1 reviews"
"Kaizen School of Business Management - [KSBM], Mumbai","","Mumbai, Maharashtra","","-- Diploma in Medical",,
"Post Graduate Institute of Behavioral and Medical Sciences - [PGIBMS], Raipur","","Raipur, Chhattisgarh","RCI, INC, MCI","-- Diplomate National...",,
"Shyam Institute of Management and Technology, New Delhi","","New Delhi, Delhi NCR","","-- UG Diploma in Medi...",,
"Bardoli College, Katni","","Katni, Madhya Pradesh","NCTE","-- Bachelor of Physio...",,""
"Enterprise Development Institute - [EDI], Kolkata","","Kolkata, West Bengal","","₹20 K / yr UG Diploma in Medi...",,
"Indira Gandhi College of Distance Education - [IGCDE], Coimbatore","","Coimbatore, Tamil Nadu","NCTE, UGC","₹3.4 K / yr B.Sc (Medicine) - ...",,""
"Integrated Institute for the Disabled, Varanasi","","Varanasi, Uttar Pradesh","AICTE, UGC","-- UG Diploma in Medi...",,
"JM Institute of Speech and Hearing - [JMISH], Patna","","Patna, Bihar","","-- B.Sc (Medicine)",,""
"KVM College of Special Education, Cherthala","","Cherthala, Kerala","RCI, NAAC","-- UG Diploma in Medi...",,
"MERF Institute of Speech and Hearing - [MERF ISH], Chennai","","Chennai, Tamil Nadu","RCI","-- B.Sc (Medicine)",,""
"NAISH College, Bangalore","","Bangalore, Karnataka","RCI","-- B.Sc (Medicine)",,""
"Vinayaka Institution of Management and Technology - [VIMT], New Delhi","","New Delhi, Delhi NCR","","-- B.Sc (Medicine)",,""
"Dr. B. R. Ambedkar University - [BRAU], Srikakulam","","Srikakulam, Andhra Pradesh","UGC","-- PG Diploma in Medi...",,""
"Sri Venkateswara Institute of Medical Sciences - [SVIMS], Tirupati","","Tirupati, Andhra Pradesh","MCI","₹20.2 K / yr B.Sc (Medicine) - ...",,"4.1 / 5 4 reviews"
"Chhattisgarh University - [CGU], Raipur","","Raipur, Chhattisgarh","AICTE","-- Graduate Diploma i...",,""
"Pandit Sundarlal Sharma Open University - [PSSOU], Bilaspur","","Bilaspur, Chhattisgarh","UGC","₹7.6 K / yr PG Diploma in Medi...",,
"Institute of Liver and Biliary Sciences - [ILBS], New Delhi","","New Delhi, Delhi NCR","UGC","₹56.7 K / yr MD - avg fee",,""
"Charotar University of Science and Technology - [CHARUSAT], Anand","","Anand, Gujarat","NAAC-A","₹75 K / yr Bachelor of Physio...",,"4.1 / 5 30 reviews"
"RK University - [RKU], Rajkot","","Rajkot, Gujarat","PCI, IAP, AICTE, UGC","₹71.7 K / yr Bachelor of Physio...",,"3.9 / 5 10 reviews"
"Uka Tarsadia University - [UTU], Surat","","Surat, Gujarat","UGC","₹95.5 K / yr Bachelor of Physio...",,"4 / 5 8 reviews"
"Baba MastNath University - [BMU], Rohtak","","Rohtak, Haryana","PCI, INC, MCI, BCI, AICTE","₹30 K / yr Bachelor of Physio...",,"3.8 / 5 1 reviews"
"Bhagat Phool Singh Mahila Vishwavidyalaya - [BPSMV], Sonepat","","Sonepat, Haryana","AICTE, UGC","₹68.5 K / yr BAMS - avg fee",,""
"G D Goenka University - [GDGU], Gurgaon","","Gurgaon, Haryana","NCTE, COA, PCI, BCI, UGC","₹71.1 K / yr Bachelor of Physio...",,"4.1 / 5 12 reviews"
"National Brain Research Centre - [NBRC], Gurgaon","","Gurgaon, Haryana","UGC","-- M.Phil/Ph.D in Med...",,
"IEC University Baddi - [ICEU], Solan","","Solan, Himachal Pradesh","BCI, AICTE, UGC","₹75.8 K / yr Bachelor of Physio...",,"3.8 / 5 10 reviews"
"Maharishi Markandeshwar University - [MMU], Solan","","Solan, Himachal Pradesh","","₹45 K / yr B.Sc (Medicine) - ...",,""
"Sri Sai University - [SSU], Palampur","","Palampur, Himachal Pradesh","AICTE, UGC","₹40 K / yr Diploma in Medical...",,""
"BLDE University, Bijapur","","Bijapur, Karnataka","MCI","₹8.1 L / yr MBBS - avg fee",,"3 / 5 3 reviews"
"National Institute of Mental Health and Neuro Sciences - [NIMHANS], Bangalore","","Bangalore, Karnataka","","₹14.3 K / yr B.Sc (Medicine) - ...",,""
"Rani Channamma University - [RCUB], Belagavi","","Belagavi, Karnataka","UGC","₹7.23 K / yr PG Diploma in Medi...",,
"Sri Devaraj URS University - [SDUU], Kolar","","Kolar, Karnataka","MCI, UGC","₹5.68 L / yr MBBS - avg fee",,"3.8 / 5 2 reviews"
"Swami Vivekananda Yoga Anusandhana Samsthana - [S-VYASA], Bangalore","","Bangalore, Karnataka","UGC, MHRD","₹83.6 K / yr MD - avg fee",,""
"All India Institute of Medical Sciences - [AIIMS], Bhopal","","Bhopal, Madhya Pradesh","MCI","₹1.39 K / yr MBBS - avg fee",,"3.8 / 5 1 reviews"
"Lakshmibai National Institute of Physical Education - [LNIPE], Gwalior","","Gwalior, Madhya Pradesh","NAAC, UGC","₹25.8 K / yr PG Diploma in Medi...",,""
"DY Patil Education Society - [DYPES], Kolhapur","","Kolhapur, Maharashtra","UGC, NAAC-A","₹9.2 L / yr MBBS - avg fee",,""
"Homi Bhabha National Institute - [HBNI], Mumbai","","Mumbai, Maharashtra","NAAC, MHRD","-- M.Ch",,"4 / 5 1 reviews"
"Kavikulguru Kalidas Sanskrit University, Nagpur","","Nagpur, Maharashtra","","-- UG Diploma in Medi...",,
"National Institute of Abiotic Stress Management - [NIASM], Pune","","Pune, Maharashtra","ICAR","-- M.Phil/Ph.D in Med...",,
"University of Science and Technology - [USTM], Ri-Bhoi","","Ri-Bhoi, Meghalaya","NCTE, BCI, AICTE, UGC, AIU","₹72.7 K / yr B.Sc - avg fee",,"3.9 / 5 1 reviews"
"DAV University, Jalandhar","","Jalandhar, Punjab","UGC","₹26 K / yr PG Diploma in Medi...",,""
"Guru Kashi University, Bathinda","","Bathinda, Punjab","NCTE, AICTE, NAAC, UGC","-- B.Sc (Medicine)",,"3.1 / 5 6 reviews"
"Sri Guru Granth Sahib World University - [SGGSWU], Fatehgarh Sahib","","Fatehgarh Sahib, Punjab","NCTE, BCI, UGC","₹59.6 K / yr Bachelor of Physio...",,
"All India Institute of Medical Sciences - [AIIMS], Jodhpur","","Jodhpur, Rajasthan","MCI","₹1.77 K / yr MBBS - avg fee",,"3.5 / 5 3 reviews"
"Bhagwant University, Ajmer","","Ajmer, Rajasthan","NCTE, BCI, AICTE, UGC, AIU","₹40.5 K / yr Bachelor of Physio...",,"3.5 / 5 18 reviews"
"Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University - [DSRRAU], Jodhpur","","Jodhpur, Rajasthan","UGC","₹50.9 K / yr BAMS - avg fee",,""
"Homoeopathy University, Jaipur","","Jaipur, Rajasthan","CCH","₹86.4 K / yr BHMS - avg fee",,""
"Jagdishprasad Jhabarmal Tibrewala University - [JJTU], Jhunjhunu","","Jhunjhunu, Rajasthan","UGC","₹66.7 K / yr Bachelor of Physio...",,"3.3 / 5 10 reviews"
"Jain Vishva Bharati University, Nagaur","","Nagaur, Rajasthan","NAAC, UGC","₹5.95 K / yr PG Diploma in Medi...",,""
"Vardhman Mahaveer Open University - [VMOU], Kota","","Kota, Rajasthan","UGC","₹6 K / yr PG Diploma in Medi...",,
"Vinayaka Missions Sikkim University - [VMSU], Gangtok","","Gangtok, Sikkim","","-- UG Certificate in ...",,
"Central University of Tamil Nadu - [CUTN], Thiruvarur","","Thiruvarur, Tamil Nadu","UGC","₹13.3 K / yr M.Sc (Medicine) - ...",,""
"Chettinad University - [CU], Kanchipuram","","Kanchipuram, Tamil Nadu","INC, MCI, NAAC, UGC","₹9.51 L / yr MBBS - avg fee",,""
"Tamil Nadu Physical Education and Sports University - [TNPESU], Chennai","","Chennai, Tamil Nadu","","₹2.8 K / yr PG Diploma in Medi...",,
"Thiruvalluvar University - [TU], Vellore","","Vellore, Tamil Nadu","UGC","₹16.6 K / yr Bachelor of Physio...",,""
"Jagadguru Rambhadracharya Handicapped University, Chitrakoot","","Chitrakoot, Uttar Pradesh","NAAC-B","-- B.Sc (Medicine)",,""
"Mohammad Ali Jauhar University, Rampur","","Rampur, Uttar Pradesh","UGC","₹55.9 K / yr M.Sc (Medicine) - ...",,""
"Uttar Pradesh Rajarshi Tandon Open University - [UPRTOU], Allahabad","","Allahabad, Uttar Pradesh","NCTE, RCI, DEB","₹11 K / yr UG Certificate in ...",,
"All India Institute of Medical Sciences - [AIIMS], Rishikesh","","Rishikesh, Uttarakhand","MCI","₹1.66 K / yr MBBS - avg fee",,""
"Himalayan Institute Hospital Trust University, Dehradun","","Dehradun, Uttarakhand","UGC","₹52.7 K / yr B.Sc (Medicine) - ...",,""
"Patanjali University, Haridwar","","Haridwar, Uttarakhand","UGC","₹35 K / yr PG Diploma in Medi...",,
"Uttarakhand Sanskrit University, Haridwar","","Haridwar, Uttarakhand","UGC","-- PG Diploma in Medi...",,
"Netaji Subhas Open University - [NSOU], Kolkata","","Kolkata, West Bengal","UGC","₹15 K / yr UG Diploma in Medi...",,""
"Ramakrishna Mission Vivekananda University - [RKMVU], Belur","","Belur, West Bengal","UGC","-- PG Diploma in Medi...",,
"Hillside Academy, Bangalore","","Bangalore, Karnataka","AICTE","₹45.3 K / yr Bachelor of Physio...",,""
"Amala Institute of Medical Sciences - [AIMS], Thrissur","","Thrissur, Kerala","MCI","-- MBBS",,"3.4 / 5 3 reviews"
"Jaya Group of Intitutions, Chennai","","Chennai, Tamil Nadu","","-- Bachelor of Physio...",,""
"CT Group of Institutions, Jalandhar","","Jalandhar, Punjab","AICTE","₹28.4 K / yr UG Diploma in Medi...",,""
"White Memorial Institutions, Attoor","","Attoor, Tamil Nadu","","-- BHMS",,""
"Dayananda Sagar Institutions - [DSI], Bangalore","","Bangalore, Karnataka","DCI, AICTE, NAAC","-- Bachelor of Physio...",,"3.5 / 5 12 reviews"
"Vananchal Educational & Welfare Trust, Garhwa","","Garhwa, Jharkhand","DCI, INC, MCI","₹43.8 K / yr BHMS - avg fee",,""
"Nizam's Institute of Medical Sciences - [NIMS], Hyderabad","","Hyderabad, Telangana","MCI, UGC","₹32.6 K / yr Bachelor of Physio...",,""
"Sunrise Group of Institutions, Udaipur","","Udaipur, Rajasthan","AICTE","₹1.21 L / yr Bachelor of Physio...",,"3.6 / 5 26 reviews"
"Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go Anusandhan Sansthan - [DUVASU], Mathura","","Mathura, Uttar Pradesh","","-- B.Sc (Medicine)",,
"Varu Institute of Professional Studies - [VIPS], Lucknow","","Lucknow, Uttar Pradesh","NCTE, PCI, INC, AICTE","-- B.Sc (Medicine)",,""
"Institute of Medical Sciences and SUM Hospital - [IMS & SUM Hospital], Bhubaneswar","","Bhubaneswar, Orissa","MCI","₹12.2 L / yr MBBS - avg fee",,"4 / 5 1 reviews"
"People's College Of Paramedical Science and Research Centre - [PCPS], Bhopal","","Bhopal, Madhya Pradesh","AICTE","₹37.7 K / yr B.Sc (Medicine) - ...",,""
"International School of Aesthetics and Spa - [ISAS], Pune","","Pune, Maharashtra","","-- UG Certificate in ...",,
"Mother Teresa Women's University, Dindigul","","Dindigul, Tamil Nadu","","₹2.5 K / yr PG Diploma in Medi...",,
"Jagannath University, Bahadurgarh","","Bahadurgarh, Haryana","NCTE, BCI, UGC, AIU","₹72 K / yr Bachelor of Physio...",,"3.9 / 5 11 reviews"
"Himalayan University - [HU], Papum Pare","","Papum Pare, Arunachal Pradesh","RCI, PCI, BCI, AICTE, UGC","₹17 K / yr Bachelor of Physio...",,""
"Karnataka State Women's University - [KSWU], Bijapur","","Bijapur, Karnataka","UGC","₹20.5 K / yr PG Diploma in Medi...",,
"Uttarakhand Ayurved University, Dehradun","","Dehradun, Uttarakhand","CCH, UGC","-- BAMS",,""
"Christian College, Bangalore","","Bangalore, Karnataka","INC, KNC","₹80 K / yr B.Sc (Nursing) - a...",,
"GMERS Medical College, Valsad","","Valsad, Gujarat","MCI","₹3 L / yr MBBS - avg fee",,""
"Gujarat Medical Education and Research Society Medical College - [GMERS], Vadodara","","Vadodara, Gujarat","MCI","₹2.73 L / yr MBBS - avg fee",,""
"Vaidyaratnam P.S. Varier Ayurveda College Kottakkal, Malappuram","","Malappuram, Kerala","CCIM","₹13.9 K / yr BAMS - avg fee",,""
"GMERS Medical College & Hospital, Gandhi Nagar","","Gandhi Nagar, Gujarat","MCI","₹3 L / yr MBBS - avg fee",,""
"Dr. Ram Manohar Lohia Institute of Medical Sciences - [RMLIMS], Lucknow","","Lucknow, Uttar Pradesh","MCI","₹38 K / yr UG Diploma in Medi...",,
"Swami Rama Himalayan University - [SRHU], Dehradun","","Dehradun, Uttarakhand","UGC, AIU","₹59.8 K / yr B.Sc (Medicine) - ...",,"3.5 / 5 10 reviews"
"A.J. College of Science and Technology Thonnakkal, Thiruvananthapuram","","Thiruvananthapuram, Kerala","NAAC","₹39 K / yr B.Sc (Medicine) - ...",,
"Institute of Paramedical Sciences Anjarakandy, Kannur","","Kannur, Kerala","AICTE","-- B.Sc (Medicine)",,""
"Academy of Medical Science Pariyaram , Kannur","","Kannur, Kerala","MCI","₹53 K / yr B.Sc (Medicine) - ...",,"3.9 / 5 1 reviews"
"Assisi College of Nursing - [ACN], Kottayam","","Kottayam, Kerala","INC, KNMC","-- UG Diploma in Medi...",,""
"Ahalia School of Optometry - [ASP], Palakkad","","Palakkad, Kerala","","-- UG Diploma in Medi...",,""
"Al-Azhar Medical college and super speciality hospital - [AAMC], Thodupuzha","","Thodupuzha, Kerala","MCI","₹7.73 L / yr MBBS - avg fee",,
"Caritas College of Nursing - [CCN], Kottayam","","Kottayam, Kerala","INC","₹67.5 K / yr B.Sc (Nursing) - a...",,
"Government Medical College, Ernakulam","","Ernakulam, Kerala","MCI","₹25 K / yr MBBS - avg fee",,
"Lourdes College of Nursing - [LCN], Kochi","","Kochi, Kerala","INC, KNC","₹55 K / yr B.Sc (Nursing) - a...",,
"Government Ayurveda College Tripunithura, Ernakulam","","Ernakulam, Kerala","","₹12 K / yr BAMS - avg fee",,"3.2 / 5 1 reviews"
"Government College of Nursing, Thiruvananthapuram","","Thiruvananthapuram, Kerala","INC","₹31.5 K / yr B.Sc (Nursing) - a...",,""
"Lisieux College of Paramedical Sciences - [LCPS], Ernakulam","","Ernakulam, Kerala","","₹27.3 K / yr B.Sc (Medicine) - ...",,
"Lourde Institute of Allied Health Sciences, Kannur","","Kannur, Kerala","IAP","₹30 K / yr Bachelor of Physio...",,
"Malabar Medical College Hospital & Research Centre - [MMCH], Calicut","","Calicut, Kerala","MCI","₹6.82 L / yr MBBS - avg fee",,
"University of Kerala, School of Distance Education, Thiruvananthapuram","","Thiruvananthapuram, Kerala","DEB, NAAC-A","₹5.66 K / yr PG Diploma in Medi...",,
"KVM Institute of Paramedical Sciences - [KVMIPMS], Cherthala","","Cherthala, Kerala","","₹27.3 K / yr B.Sc (Medicine) - ...",,
"Malankara Orthodox Syrian Church College of Nursing - [MOSC] Kolenchery, Ernakulam","","Ernakulam, Kerala","INC, KNC","₹80 K / yr B.Sc (Nursing) - a...",,
"Mar Thoma College of Special Education Badiadka, Kasaragod","","Kasaragod, Kerala","RCI","₹70.9 K / yr B.Sc (Medicine) - ...",,""
"Kerala Veterinary and Animal Sciences University, Distance Learning - [KVASU-DL] Pookode, Wayanad","","Wayanad, Kerala","ICAR","₹24 K / yr PG Certificate in ...",,
"Moulana Institute of Paramedical Sciences Angadippuram, Malappuram","","Malappuram, Kerala","AICTE","₹19 K / yr B.Sc (Medicine) - ...",,
"Westfort College of Nursing - [WCN], Thrissur","","Thrissur, Kerala","INC, KNMC, AICTE","₹68 K / yr B.Sc (Nursing) - a...",,
"Mount Zion Medical College Hospital Pathanamthitta, Adoor","","Adoor, Kerala","MCI","₹7.5 L / yr MBBS - avg fee",,
"Vishnu Ayurveda College - [VAC], Palakkad","","Palakkad, Kerala","CCIM","₹96.9 K / yr BAMS - avg fee",,
"Vijaya College of Nursing - [VCN], Kottarakara","","Kottarakara, Kerala","INC, KNC","₹72 K / yr B.Sc (Nursing) - a...",,
"MIMS College of Nursing, Malappuram","","Malappuram, Kerala","INC","₹15 K / yr PG Diploma in Medi...",,
"Mahatma Gandhi University, School of Medical Education - [SME], Kottayam","","Kottayam, Kerala","INC","₹45.1 K / yr Bachelor of Physio...",,""
"Vaidyaratnam Ayurveda College, Thrissur","","Thrissur, Kerala","CCIM","₹6.73 K / yr BAMS - avg fee",,""
"Travancore Medical College - [TMC], Kollam","","Kollam, Kerala","PCI, INC","₹2.19 L / yr MBBS - avg fee",,
"P.M.S.A Pookoya Thangal Memorial Arts & Science College Kadakkal, Kollam","","Kollam, Kerala","","₹25 K / yr B.Sc (Medicine) - ...",,
"St. Joseph's College of Nursing Dharmagiri, Kothamangalam","","Kothamangalam, Kerala","INC, KNC","₹55 K / yr B.Sc (Nursing) - a...",,
"Goverment Medical College, Palakkad","","Palakkad, Kerala","MCI","₹32.5 K / yr MBBS - avg fee",,
"St. James College of Nursing - [SJCON] Chalakudy, Thrissur","","Thrissur, Kerala","INC","₹70 K / yr B.Sc (Nursing) - a...",,
"Govt.College of Nursing, Kottayam","","Kottayam, Kerala","INC","-- PG Diploma in Medi...",,
"EMS College of Paramedical Sciences Perinthalmanna , Malappuram","","Malappuram, Kerala","INC, KNMC","₹45 K / yr Bachelor of Physio...",,""
"Government Medical College - [GMC] Manjeri, Malappuram","","Malappuram, Kerala","MCI","₹25 K / yr MBBS - avg fee",,
"Sivagiri Sree Narayana Medical Mission College of Nursing, Thiruvananthapuram","","Thiruvananthapuram, Kerala","INC","₹70 K / yr B.Sc (Nursing) - a...",,
"Sree Narayana Institute of Ayurvedic Studies and Research - [SNIASR], Kollam","","Kollam, Kerala","CCIM","₹50 K / yr BAMS - avg fee",,
"St. Gregorios College of Health Science Parumala, Pathanamthitta","","Pathanamthitta, Kerala","","₹19 K / yr B.Sc (Medicine) - ...",,
"Co-Operative College of Nursing, Trivandrum","","Trivandrum, Kerala","INC","₹55 K / yr B.Sc (Nursing) - a...",,
"Bon Secours College for Women, Thanjavur","","Thanjavur, Tamil Nadu","","-- Diploma in Medical",,
"DM Wayanad Institute of Medical Sciences Meppadi - [DM WIMS], Wayanad","","Wayanad, Kerala","MCI","₹8 L / yr MBBS - avg fee",,
"Omayal Achi College Of Nursing, Puzhal - [OACN], Chennai","","Chennai, Tamil Nadu","INC","-- M.Sc",,
"Cancer Institute (W.I.A.) Adyar, Chennai","","Chennai, Tamil Nadu","","-- M.Ch",,""
"Ellen College Of Nursing Madukkarai, Coimbatore","","Coimbatore, Tamil Nadu","INC","₹28 K / yr B.Sc (Nursing) - a...",,
"ESIC Medical College and PGIMSR, Chennai","","Chennai, Tamil Nadu","","₹25 K / yr MBBS - avg fee",,""
